-0.001696767,-0.021751518,0.782639236,-0.000796785,-0.007562529,0.700600394,0.713513323,0.028148079,0.096598651,0.053378544,0.139809094,-0.149932911,-0.119771834,-0.001635923,-0.072786408,-0.121451686,0.176610199,-0.172338977,0.087739948,-0.026895470,0.033220438,0.107869608,-0.021508935,0.277252987,-0.658405459,1.033153236,-0.043509336,0.035146742,0.146568911,-0.003892881,-0.262787890,0.516720171,1.039629175,0.008844892,-0.018700695,-0.083374902
-0.001945928,-0.021769600,0.782617035,-0.000817091,-0.007617475,0.700586854,0.713526009,0.028195494,0.096292712,0.052927534,0.139687200,-0.149667743,-0.119889995,-0.001838442,-0.073072066,-0.122090267,0.177211622,-0.172392261,0.087294667,-0.026988283,0.032757928,0.107526122,-0.020395097,0.277817130,-0.658412789,1.032052806,-0.044546367,0.035519073,0.147503238,-0.002240861,-0.262996858,0.515844452,1.039525782,0.011417813,-0.019391446,-0.080747461
-0.002104270,-0.021787961,0.782668152,-0.001427570,-0.007473137,0.700616132,0.713497827,0.027946968,0.096816747,0.053222992,0.137255904,-0.148841460,-0.122672037,-0.002203239,-0.072336632,-0.121740667,0.175167946,-0.171182207,0.086555632,-0.026343354,0.032882878,0.106941847,-0.019975653,0.278335204,-0.658711066,1.030683560,-0.044827867,0.035486897,0.147002468,-0.000831115,-0.263282132,0.516702386,1.039955831,0.010516404,-0.019058571,-0.080753861
-0.002345876,-0.021707659,0.782683868,-0.001444506,-0.007117016,0.700638612,0.713479359,0.026305018,0.095942367,0.053242794,0.139994954,-0.149686907,-0.118495155,-0.002858281,-0.073428545,-0.122141946,0.175593876,-0.171032161,0.087234897,-0.027023818,0.031660152,0.106835304,-0.018777706,0.278742189,-0.660204230,1.030164778,-0.044015753,0.035766462,0.147118166,0.000233901,-0.263442511,0.517616258,1.040495836,0.010174083,-0.020893021,-0.079679316
-0.002543919,-0.021743279,0.782697525,-0.001525107,-0.007113058,0.700328399,0.713783730,0.026689338,0.096002197,0.054381625,0.139259657,-0.149752042,-0.119068484,-0.002539730,-0.073174587,-0.119491943,0.173781770,-0.169896667,0.088016483,-0.026460511,0.031231012,0.107393425,-0.018627770,0.278879232,-0.660940131,1.030101388,-0.044974883,0.035697914,0.145322676,0.000705912,-0.263392367,0.517570635,1.040740583,0.011118128,-0.018542474,-0.080911614
-0.002753254,-0.021597264,0.782785110,-0.002082430,-0.007307944,0.699984266,0.714117837,0.026471927,0.097020923,0.054764620,0.139155353,-0.149535464,-0.120124275,-0.003065859,-0.072122804,-0.121422586,0.173877729,-0.168897344,0.086524972,-0.025780464,0.032008682,0.107114336,-0.017679487,0.278923529,-0.660152691,1.030418375,-0.042906904,0.034508290,0.145958011,0.001809949,-0.263133134,0.516462107,1.039936248,0.007097476,-0.017662615,-0.080304826
-0.003035586,-0.021442099,0.782709579,-0.002547246,-0.006268703,0.699879191,0.714229188,0.025032367,0.095746162,0.055632073,0.137844527,-0.148917792,-0.119526570,-0.005074120,-0.073350516,-0.118199553,0.172797091,-0.168830673,0.087692532,-0.026094371,0.031028394,0.105182285,-0.016106492,0.278664958,-0.657486648,1.028688579,-0.043228938,0.036289910,0.147421801,0.002378592,-0.262574934,0.514901486,1.040105406,0.010198282,-0.020068157,-0.079809762
-0.003206384,-0.021272175,0.782798767,-0.002746245,-0.006570060,0.699775660,0.714327179,0.025293648,0.096492029,0.056280760,0.138480732,-0.149864860,-0.119411891,-0.004452963,-0.072746178,-0.119429034,0.172462834,-0.168176471,0.086814733,-0.026444834,0.031753491,0.105348877,-0.015288138,0.278468085,-0.656438577,1.027781915,-0.043902494,0.036201534,0.146098580,0.002865383,-0.262193029,0.515529961,1.038992933,0.009180632,-0.019828277,-0.080108571
-0.003430947,-0.021027937,0.782688446,-0.002750049,-0.006382253,0.699711142,0.714392064,0.025434624,0.095745035,0.056100733,0.138309098,-0.149968777,-0.118937198,-0.003926155,-0.073290726,-0.118865160,0.171316161,-0.168189962,0.088281593,-0.027374812,0.031625778,0.104377060,-0.014729187,0.278197629,-0.657933347,1.028030869,-0.042817297,0.036099003,0.146981385,0.003169684,-0.261328175,0.515677250,1.038944814,0.009976152,-0.019057475,-0.080141442
-0.003594670,-0.020745423,0.782724533,-0.002836064,-0.006166260,0.699467713,0.714631969,0.025780721,0.095355662,0.056632882,0.137616794,-0.149170307,-0.119524336,-0.004141505,-0.073613509,-0.117866840,0.171207288,-0.168313113,0.088342113,-0.026873540,0.031555766,0.103199898,-0.013890692,0.277620239,-0.656813963,1.027977287,-0.042393030,0.036735107,0.147656321,0.004508810,-0.260094934,0.514890630,1.038146204,0.008464067,-0.018962837,-0.079877245
-0.003700598,-0.020443337,0.782686615,-0.002834853,-0.006484250,0.699309341,0.714784137,0.027023881,0.095673207,0.057139165,0.137368443,-0.149602764,-0.120293555,-0.003539017,-0.073304195,-0.118805871,0.172055500,-0.168835874,0.087809958,-0.026831243,0.032031487,0.102779759,-0.012387637,0.276958689,-0.653652334,1.026641535,-0.042970366,0.038279556,0.147599196,0.006156101,-0.258984975,0.514662637,1.037018756,0.006806957,-0.018879565,-0.080595168
-0.003845059,-0.020165298,0.782581787,-0.002807357,-0.006114350,0.699057619,0.715033690,0.026845051,0.094927612,0.057622255,0.137655893,-0.150083829,-0.118994698,-0.004455084,-0.073977072,-0.116399970,0.172960226,-0.169862930,0.088485500,-0.026639997,0.031410411,0.101325404,-0.011039450,0.275833685,-0.651735090,1.026430577,-0.043834695,0.035726455,0.149878806,0.006919159,-0.257100577,0.514920807,1.037872362,0.007776837,-0.018845470,-0.082851733
-0.003874137,-0.019885652,0.782690201,-0.002504628,-0.006604987,0.698780760,0.715301021,0.028756345,0.095451406,0.058556948,0.138025606,-0.150852263,-0.119486260,-0.002812239,-0.073681082,-0.117552585,0.173083482,-0.169979571,0.087992136,-0.026314994,0.031648153,0.101583329,-0.010725263,0.275028931,-0.651970709,1.027257164,-0.043382791,0.035277019,0.149572186,0.007476487,-0.255812333,0.515639812,1.038679646,0.006182942,-0.017936836,-0.080341429
-0.003886303,-0.019713557,0.782548981,-0.002733132,-0.006203262,0.698818457,0.715266953,0.028182776,0.094952537,0.058707849,0.137277117,-0.150698866,-0.119299572,-0.003501852,-0.073961301,-0.116074204,0.172878842,-0.170915189,0.088950374,-0.026680295,0.031118032,0.100390180,-0.010002649,0.274511650,-0.651898976,1.028200550,-0.043320329,0.033705879,0.148976697,0.008413821,-0.254936020,0.515621399,1.039277840,0.005344539,-0.018841641,-0.079968944
-0.003890256,-0.019491963,0.782558212,-0.002604261,-0.006550944,0.698838869,0.715244391,0.028929434,0.095326899,0.058124672,0.138113623,-0.151638551,-0.119034073,-0.002896129,-0.073694528,-0.116851926,0.174137643,-0.171669381,0.088221873,-0.026856090,0.031066808,0.100809561,-0.009233145,0.273844080,-0.652036159,1.027425240,-0.043705052,0.034728795,0.149261326,0.009428425,-0.253865261,0.515170197,1.039400014,0.004555219,-0.019124210,-0.081542655
-0.003813066,-0.019268174,0.782541199,-0.002706251,-0.005976826,0.699041948,0.715050563,0.028398907,0.094565220,0.057972752,0.137446052,-0.151714560,-0.118625100,-0.003282755,-0.074563729,-0.116820332,0.173705674,-0.172438862,0.088998674,-0.027872297,0.030469848,0.099265592,-0.007849987,0.273287808,-0.653822853,1.025576412,-0.043382042,0.036293424,0.150619907,0.010945485,-0.252843353,0.513390450,1.040062349,0.005803645,-0.018171239,-0.082179425
-0.003771477,-0.018899235,0.782477264,-0.003234210,-0.005302321,0.699773596,0.714337693,0.026946330,0.094112702,0.056017812,0.136479866,-0.151198693,-0.119103089,-0.004260935,-0.075118430,-0.119336137,0.174103330,-0.173869473,0.088763920,-0.029410274,0.029972455,0.097055735,-0.006449055,0.273040041,-0.659492206,1.025213908,-0.043352385,0.032999040,0.151195761,0.013556307,-0.251842878,0.513082556,1.043133098,0.010546320,-0.018758286,-0.085583061
-0.003678260,-0.018775151,0.782299805,-0.003622707,-0.003788417,0.699902042,0.714219613,0.025545203,0.092173079,0.056555504,0.133326267,-0.150439929,-0.119202000,-0.007640393,-0.077716562,-0.132821989,0.178435778,-0.179719695,0.088127730,-0.029092527,0.028267616,0.094741331,-0.007609011,0.273232272,-0.669233132,1.027247914,-0.044080343,0.032523856,0.146758942,0.014375555,-0.251569280,0.516423622,1.050002993,0.011459207,-0.021135335,-0.082521872
